53467.13109213 7.3365135363619896 0.15266969174305145 k25.fit
53861.09795208 7.356726871346733 0.1570194221988039 k29.fit
52847.93045891 7.257697656796045 0.19342111827725472 k10.fit
54698.86111574 7.483515144452061 0.24905367231174455 k55.fit
52409.0688948 7.3831869081139185 0.17882836629996415 k2.fit
54232.04126933 7.451832645936249 0.17682167860840098 k38.fit
53092.11815289 7.478399809651686 0.1558163256737599 k12.fit
54218.12829711 7.42333306490048 0.14063067208807561 k36.fit
54275.00472326 7.486471407281449 0.15324565613874253 k44.fit
53447.17737442 7.369073954578881 0.16894239912768638 k24.fit
53479.10620475 7.362043923503677 0.16016203603690268 k26.fit
52392.103224 7.260739771518366 0.15826904783200815 k1.fit
53623.8422463 7.4708239128029135 0.1496001270889673 k27.fit
54646.99795451 7.475535755514203 0.4111231385903512 k53.fit
54723.7980956 7.481139304816405 0.25867702841562673 k58.fit
53880.06688495 7.338410640547298 0.1572849464876188 k31.fit
54281.0011135 7.488025253827988 0.16313014094437883 k45.fit
54256.06731794 7.471340734700971 0.1584981079521469 k42.fit
54387.7694316 7.364533701421673 0.1733061896120021 k47.fit
52838.96507188 7.2921105819888306 0.17398909267659646 k8.fit
52501.87032292 7.403723260344991 0.18230513552290095 k5.fit
53214.90319861 7.337491701516975 0.5525386314112639 k19.fit
52474.9538471 7.348407622107562 0.17579774289378036 k3.fit
54010.75393368 7.342644740241248 0.15911497385441642 k35.fit
52834.94343241 7.305425571252197 0.17581115350193463 k7.fit
54708.86544306 7.4726897718074055 0.24323177729483364 k56.fit
52855.92077674 7.252000552875176 0.16939319695963947 k6.fit
53871.10264456 7.352417716459526 0.1618925012182206 k30.fit
53298.71668681 7.42564712842233 0.1841734603533658 k15.fit
54407.75278391 7.393147348648066 0.15629530980609146 k49.fit
53210.94994248 7.393149670084146 0.18067868596927944 k18.fit
54627.06058333 7.397906900786285 0.16171948912361228 k50.fit
54319.89492025 7.492489741169807 0.16734277007174567 k46.fit
53234.89660324 7.3678091168333495 0.17156333296614193 k23.fit
53999.85068565 7.362870789579642 0.16047988486899026 k34.fit
53884.05966065 7.3428080296005795 0.16881441010712037 k32.fit
53217.967438 7.378778994615422 0.16439809762197896 k20.fit
54400.75898519 7.37394385398832 0.15002610533155517 k48.fit
53282.76331458 7.4187143509153834 0.18936266026283438 k14.fit
54739.7930122 7.500726555782671 0.23065021316402726 k59.fit
53979.8242682 7.381188453007156 0.164433203588009 k33.fit
54913.1796251 7.507570677423962 0.2918469627667515 k60.fit
52488.95490671 7.335299721013287 0.1751034800782081 k4.fit
53277.74042384 7.38636032294327 0.16095482290457608 k13.fit
54234.08225764 7.482286046288355 0.1487764820963995 k39.fit
53207.92141782 7.367585843275576 0.1765452690317983 k17.fit
54634.02166482 7.423634294835886 0.16213597843360691 k51.fit
53230.89772488 7.39409939079374 0.17349212175347134 k22.fit
54231.05841725 7.419927805551869 0.14091770305345344 k37.fit
54241.07664236 7.442980165957774 0.14921033387493596 k40.fit
52871.85141331 7.24814206981065 0.18368728916278304 k11.fit
53226.88752234 7.394208872052508 0.18471003030461117 k21.fit
54246.09164884 7.5188505404930925 0.1494451732946868 k41.fit
53203.94768785 7.429641494938519 0.17287922937843744 k16.fit
54642.01702315 7.50021653026581 0.20908048792131645 k52.fit
54711.88233634 7.471978991643719 0.25461881002817266 k57.fit
53636.8095978 7.484353073246567 0.14995433714119252 k28.fit
54653.92233356 7.50187944073086 0.31229130312670117 k54.fit
54268.03837593 7.502429424801219 0.2522270061285273 k43.fit
